Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,pH_Level,Temperature_C,Rainfall_mm,Recommended_Fertilizer
62.99,56.94,369.06,5.3,16.3,723.6,Lime & Urea
288.11,11.99,481.26,8.35,38.9,465.5,DAP (High P)
265.68,75.33,491.36,7.88,31.9,1382.2,Standard Balanced NPK
437.53,67.0,337.15,7.08,22.4,116.5,Standard Balanced NPK
243.69,69.31,137.12,6.7,35.1,921.8,MOP (High K)
75.44,73.0,103.64,5.65,38.0,1180.3,Standard Balanced NPK
270.68,35.65,475.72,6.64,40.3,1125.0,Standard Balanced NPK
386.44,68.5,245.27,7.39,23.5,1001.2,Standard Balanced NPK
448.74,16.85,137.67,8.02,15.8,674.5,Standard Balanced NPK
222.14,6.62,470.25,4.87,30.3,1385.9,Lime & Urea
178.12,63.87,97.04,7.69,40.7,560.5,Standard Balanced NPK
412.66,10.61,378.31,7.84,21.2,1150.2,DAP (High P)
126.5,79.14,331.37,7.02,27.6,1397.3,Urea (High N)
296.17,55.61,89.48,5.46,22.7,279.7,Lime & Urea
212.29,61.51,202.44,6.93,15.4,1425.9,Standard Balanced NPK
66.43,23.44,117.47,6.76,42.0,1186.4,Standard Balanced NPK
188.92,55.54,322.02,6.64,19.1,963.2,Standard Balanced NPK
156.09,8.24,264.7,6.57,38.0,622.8,Standard Balanced NPK
324.44,67.84,51.92,5.0,25.4,1366.0,Lime & Urea
429.52,17.72,489.07,5.32,23.3,161.7,Lime & Urea
157.22,57.3,207.31,4.94,43.2,704.6,Lime & Urea
374.59,21.84,166.19,5.59,34.7,1159.3,Standard Balanced NPK
72.14,10.13,150.1,5.69,35.6,1235.6,Standard Balanced NPK
265.25,41.11,121.47,5.6,37.8,383.2,MOP (High K)
78.22,17.7,499.61,5.45,25.2,166.6,Lime & Urea
423.61,59.71,182.8,7.81,31.9,1224.0,Standard Balanced NPK
356.54,22.82,232.48,8.18,23.1,690.6,Standard Balanced NPK
313.18,30.69,442.11,5.97,40.0,300.9,Standard Balanced NPK
379.56,47.56,338.85,5.87,33.0,219.8,Standard Balanced NPK
309.01,26.37,215.91,8.3,22.3,996.9,Standard Balanced NPK
437.58,33.35,454.25,7.31,42.0,915.9,Standard Balanced NPK
335.58,66.17,387.38,5.82,32.4,1295.6,Standard Balanced NPK
419.86,18.44,152.56,7.71,29.9,144.2,Standard Balanced NPK
256.85,11.17,339.68,6.05,16.0,1315.8,DAP (High P)
96.83,29.63,465.08,7.14,42.3,1342.1,Standard Balanced NPK
261.27,36.83,273.41,8.97,43.6,724.8,Gypsum & DAP
100.75,45.7,380.13,5.86,31.9,207.3,Urea (High N)
287.0,32.93,487.0,8.69,28.3,1425.4,Gypsum & DAP
243.0,64.24,360.69,5.94,25.8,200.8,Standard Balanced NPK
299.03,7.95,96.1,6.93,23.0,926.9,Standard Balanced NPK
54.02,37.38,160.05,6.57,32.2,790.4,Standard Balanced NPK
127.94,33.67,317.79,8.02,18.8,1269.1,Urea (High N)
246.53,53.57,174.0,4.77,42.6,803.6,Lime & Urea
430.2,77.47,480.89,7.32,20.3,756.8,Standard Balanced NPK
203.44,43.28,232.41,7.92,37.4,1332.9,Standard Balanced NPK
219.75,79.02,255.75,6.62,24.2,1449.6,Standard Balanced NPK
335.88,27.67,365.72,4.97,21.8,869.0,Lime & Urea
291.52,7.32,285.91,5.6,31.7,736.6,DAP (High P)
169.57,17.42,221.97,7.56,38.0,1263.5,Standard Balanced NPK
214.33,34.63,84.49,8.53,36.8,1263.5,Gypsum & DAP
137.08,28.73,318.4,6.4,22.0,547.1,Standard Balanced NPK
436.41,12.28,440.41,7.02,24.9,906.7,DAP (High P)
102.25,37.45,358.59,5.53,41.1,315.8,Urea (High N)
198.73,30.36,221.67,6.35,36.7,989.8,Standard Balanced NPK
60.34,14.2,107.48,6.02,36.4,1267.6,Complex NPK (19:19:19)
138.71,27.21,417.35,7.45,23.1,362.5,Standard Balanced NPK
362.19,71.48,473.79,8.93,38.8,552.3,Gypsum & DAP
130.47,27.65,224.72,8.16,25.8,728.5,Standard Balanced NPK
82.03,58.55,377.89,5.36,27.0,1283.1,Lime & Urea
239.78,50.9,234.84,7.1,23.6,1123.9,Standard Balanced NPK
53.99,37.04,276.02,4.8,18.6,543.6,Lime & Urea
83.91,22.93,426.41,5.61,27.6,440.2,Standard Balanced NPK
373.05,32.68,87.54,5.27,15.5,1074.0,Lime & Urea
358.59,49.41,288.65,6.01,28.7,771.8,Standard Balanced NPK
416.06,31.31,146.58,7.55,36.8,931.0,MOP (High K)
391.81,21.12,202.91,6.75,43.8,1008.2,Standard Balanced NPK
323.27,13.73,339.99,8.7,17.4,882.2,Gypsum & DAP
70.93,70.98,62.25,5.46,23.4,958.3,Lime & Urea
363.14,38.02,317.22,6.14,29.8,1342.5,Standard Balanced NPK
388.2,51.89,177.55,5.98,20.1,1315.5,Standard Balanced NPK
369.63,41.78,351.27,5.56,18.5,308.6,Standard Balanced NPK
253.39,70.44,113.71,8.97,28.6,921.1,Gypsum & DAP
143.16,46.02,381.12,6.24,32.4,715.0,Urea (High N)
388.13,41.06,340.54,8.73,39.6,499.7,Gypsum & DAP
340.87,74.35,487.06,6.26,44.9,983.6,Standard Balanced NPK
442.3,58.98,460.06,5.42,38.2,815.2,Lime & Urea
112.28,13.37,177.49,5.04,21.6,1184.9,Lime & Urea
140.27,18.33,62.29,8.35,37.4,230.8,Complex NPK (19:19:19)
134.72,64.03,344.92,4.64,31.1,523.8,Lime & Urea
367.02,67.69,321.3,8.84,28.5,136.1,Gypsum & DAP
124.76,45.89,62.34,6.38,43.1,1144.3,Standard Balanced NPK
76.66,46.58,105.2,5.61,36.1,1377.4,Standard Balanced NPK
449.42,52.39,313.12,7.28,35.5,922.3,Standard Balanced NPK
59.93,37.93,460.32,5.1,15.4,963.8,Lime & Urea
384.1,56.01,457.93,4.82,41.0,165.0,Lime & Urea
196.15,13.14,118.17,8.23,38.8,805.3,Standard Balanced NPK
386.65,77.1,223.06,6.41,24.0,837.6,Standard Balanced NPK
271.85,61.26,69.44,6.83,23.8,154.6,MOP (High K)
410.65,52.34,261.17,5.3,16.6,1195.3,Lime & Urea
420.48,28.72,388.89,4.78,16.5,489.6,Lime & Urea
53.64,17.07,405.49,6.15,35.1,1112.8,Standard Balanced NPK
80.16,35.7,274.55,6.78,20.6,664.1,Urea (High N)
150.14,54.62,93.14,7.94,42.7,1493.9,Standard Balanced NPK
317.73,52.53,221.61,6.75,40.3,397.1,Standard Balanced NPK
405.31,33.7,469.45,8.02,25.5,181.5,Standard Balanced NPK
233.98,51.0,153.33,5.02,26.4,1471.9,Lime & Urea
292.79,66.03,193.89,4.79,24.8,441.4,Lime & Urea
125.4,6.97,386.07,5.21,17.8,989.5,Lime & Urea
371.99,38.8,380.11,7.97,15.9,624.4,Standard Balanced NPK
436.93,61.89,460.49,7.92,28.6,995.5,Standard Balanced NPK
157.44,45.96,224.65,5.14,43.3,934.5,Lime & Urea
247.93,53.86,281.57,4.64,42.5,1090.2,Lime & Urea
84.45,43.75,260.33,7.58,39.3,125.8,Urea (High N)
273.65,79.39,467.49,8.35,33.9,1270.7,Standard Balanced NPK
251.11,9.1,396.2,7.89,40.7,770.1,DAP (High P)
107.77,41.83,424.15,5.41,30.5,826.4,Lime & Urea
226.83,11.86,109.89,7.13,20.4,675.4,Standard Balanced NPK
183.64,16.98,406.33,7.91,35.5,1485.1,Standard Balanced NPK
258.73,33.73,244.84,5.65,42.6,1222.2,Standard Balanced NPK
284.26,16.67,60.5,6.87,15.6,536.0,Standard Balanced NPK
53.4,77.28,77.04,5.92,22.5,1196.3,Standard Balanced NPK
354.4,76.01,355.06,5.52,23.0,711.8,Standard Balanced NPK
335.21,30.21,217.41,8.86,18.0,1318.0,Gypsum & DAP
196.51,52.98,440.65,8.61,21.8,143.2,Gypsum & DAP
71.17,45.03,380.42,6.51,26.5,597.6,Urea (High N)
351.97,66.17,59.76,5.12,43.2,701.7,Lime & Urea
432.07,52.06,359.1,7.78,40.8,1141.9,Standard Balanced NPK
146.06,5.02,136.56,5.65,43.4,355.2,Complex NPK (19:19:19)
179.41,62.24,240.16,5.26,18.6,500.8,Lime & Urea
123.53,61.01,331.13,6.22,15.8,1113.4,Urea (High N)
280.77,43.23,442.72,6.88,18.3,207.6,Standard Balanced NPK
111.94,72.72,255.24,4.94,42.4,381.6,Lime & Urea
192.48,73.13,413.82,7.07,19.7,1154.7,Standard Balanced NPK
328.81,44.29,402.33,4.57,32.2,1325.7,Lime & Urea
274.05,50.6,236.54,8.51,21.8,1120.4,Gypsum & DAP
204.59,79.74,275.44,8.64,15.6,838.0,Gypsum & DAP
218.1,27.41,365.22,7.8,17.5,238.7,Standard Balanced NPK
274.84,29.35,64.02,6.6,36.3,1258.1,Standard Balanced NPK
52.35,18.71,450.87,5.65,20.5,273.7,Standard Balanced NPK
81.4,72.19,396.42,7.85,21.9,639.1,Urea (High N)
402.5,60.84,162.24,8.69,26.3,170.7,Gypsum & DAP
81.15,12.92,491.53,5.21,34.7,1093.5,Lime & Urea
332.72,78.63,130.73,6.6,29.1,804.9,MOP (High K)
418.02,59.82,461.34,5.92,43.3,1370.7,Standard Balanced NPK
158.27,68.79,196.01,6.11,28.0,294.2,Standard Balanced NPK
198.2,8.61,393.42,6.33,21.0,1246.8,Standard Balanced NPK
277.57,42.87,255.37,8.78,31.1,814.9,Gypsum & DAP
402.68,57.39,381.41,5.66,28.5,612.5,Standard Balanced NPK
426.76,45.72,120.1,6.72,38.6,1001.0,MOP (High K)
345.83,55.0,171.28,8.78,43.1,1206.6,Gypsum & DAP
84.65,66.34,94.94,6.64,40.1,716.4,Standard Balanced NPK
317.66,33.08,439.31,8.39,26.7,425.9,Standard Balanced NPK
214.12,68.65,183.33,4.76,21.5,1382.1,Lime & Urea
238.28,17.22,362.51,8.79,42.4,538.2,Gypsum & DAP
69.66,25.32,419.1,5.34,26.6,1497.5,Lime & Urea
126.42,8.25,455.64,8.91,38.1,1174.3,Gypsum & DAP
366.21,32.33,97.83,5.29,44.7,1062.9,Lime & Urea
231.58,33.49,451.86,6.5,32.3,117.4,Standard Balanced NPK
170.66,65.4,138.76,5.89,29.4,727.9,Standard Balanced NPK
203.61,53.98,381.61,6.45,36.0,803.4,Standard Balanced NPK
391.76,37.75,377.98,5.63,20.8,626.9,Standard Balanced NPK
349.6,53.91,53.83,8.84,29.6,310.0,Gypsum & DAP
158.93,8.96,149.28,5.88,24.4,614.4,Standard Balanced NPK
97.0,18.52,271.36,7.44,19.9,205.0,Standard Balanced NPK
150.8,52.02,239.02,5.12,33.3,507.3,Lime & Urea
418.3,53.1,463.36,8.21,32.3,217.2,Standard Balanced NPK
282.64,63.06,211.88,6.94,37.8,1153.4,Standard Balanced NPK
263.39,35.22,471.64,8.91,41.2,1039.6,Gypsum & DAP
288.56,59.19,256.74,6.41,21.6,1415.9,Standard Balanced NPK
196.41,56.3,483.96,5.38,38.4,631.9,Lime & Urea
372.84,77.25,381.81,6.06,26.0,1200.7,Standard Balanced NPK
259.31,21.13,423.2,7.82,33.9,922.7,Standard Balanced NPK
96.7,46.38,97.19,7.47,40.5,1004.5,Standard Balanced NPK
101.63,50.13,313.76,8.0,22.7,866.4,Urea (High N)
264.74,79.9,114.22,4.83,33.0,1190.8,Lime & Urea
424.63,20.09,183.93,7.11,29.4,158.8,Standard Balanced NPK
173.34,44.24,330.6,8.69,38.7,212.7,Gypsum & DAP
397.82,30.96,376.8,4.99,35.9,234.3,Lime & Urea
355.64,44.44,67.63,4.92,38.1,504.2,Lime & Urea
149.12,22.41,288.92,7.72,23.6,927.6,Standard Balanced NPK
64.54,8.57,304.39,5.92,36.1,1003.9,Standard Balanced NPK
90.74,47.94,85.47,7.46,33.2,1097.6,Standard Balanced NPK
341.4,30.19,275.31,6.95,28.7,493.1,Standard Balanced NPK
129.87,18.65,371.23,8.94,26.4,1010.3,Gypsum & DAP
198.51,29.3,73.95,8.5,24.9,264.8,Gypsum & DAP
250.68,8.7,392.12,7.55,15.3,114.0,DAP (High P)
340.19,76.28,309.39,5.68,20.1,1072.6,Standard Balanced NPK
95.29,48.59,424.95,5.68,16.8,1101.9,Urea (High N)
212.55,66.11,148.13,8.47,40.5,971.0,MOP (High K)
244.03,36.73,424.97,7.13,40.8,462.4,Standard Balanced NPK
266.33,72.75,92.55,8.05,40.4,1398.5,MOP (High K)
377.34,41.25,231.72,6.52,39.5,1325.9,Standard Balanced NPK
118.67,48.05,139.77,4.96,21.6,821.8,Lime & Urea
373.13,41.88,444.21,6.0,29.8,1484.8,Standard Balanced NPK
327.15,60.0,367.21,5.23,42.2,518.1,Lime & Urea
272.35,47.5,61.41,8.02,37.8,787.6,MOP (High K)
329.81,25.37,54.29,7.65,15.1,1399.1,Standard Balanced NPK
214.81,15.92,181.06,4.9,28.8,747.0,Lime & Urea
105.36,50.46,114.48,7.3,15.3,759.4,Standard Balanced NPK
316.31,41.69,333.64,8.43,23.4,211.1,Standard Balanced NPK
259.87,12.2,348.71,7.64,28.1,395.9,DAP (High P)
305.75,34.67,473.88,6.8,41.8,321.0,Standard Balanced NPK
185.2,43.61,478.42,5.9,34.6,891.4,Standard Balanced NPK
412.75,67.02,346.5,8.49,25.9,545.9,Standard Balanced NPK
284.95,10.71,52.55,6.4,29.7,207.8,Standard Balanced NPK
84.16,31.14,211.55,8.35,39.5,814.0,Urea (High N)
229.92,66.7,280.91,8.02,24.0,1036.9,Standard Balanced NPK
352.54,53.63,274.63,8.17,33.5,1131.1,Standard Balanced NPK
367.65,26.75,321.5,8.95,22.9,1272.5,Gypsum & DAP
247.84,68.4,482.25,7.87,29.4,774.7,Standard Balanced NPK
407.9,42.0,448.34,4.65,15.7,646.9,Lime & Urea
157.07,42.38,99.01,5.42,40.6,1057.8,Lime & Urea
214.24,78.24,169.69,4.66,16.5,118.7,Lime & Urea
409.44,76.03,424.9,5.35,21.7,986.9,Lime & Urea
408.5,31.89,420.94,4.78,25.0,668.0,Lime & Urea
324.29,15.54,173.92,6.76,33.8,734.0,Standard Balanced NPK
393.59,29.43,378.76,4.63,36.6,514.8,Lime & Urea
85.51,7.29,352.42,6.63,17.4,278.2,Standard Balanced NPK
396.0,6.56,263.09,8.54,16.3,662.0,Gypsum & DAP
178.25,34.66,140.65,7.87,39.0,531.5,Standard Balanced NPK
121.33,75.58,449.89,8.75,36.4,1444.2,Gypsum & DAP
145.75,70.35,355.03,5.52,39.9,1421.0,Urea (High N)
217.19,43.36,126.05,6.89,35.3,1001.5,MOP (High K)
150.48,47.39,367.16,5.93,37.5,1365.2,Standard Balanced NPK
178.23,5.45,383.65,6.72,26.4,1151.8,Standard Balanced NPK
103.99,21.16,449.1,7.01,32.7,584.2,Standard Balanced NPK
168.47,6.86,150.28,4.66,39.2,945.5,Lime & Urea
278.91,61.59,494.94,5.55,20.2,408.5,Standard Balanced NPK
226.74,15.92,119.03,7.67,27.7,1062.1,Standard Balanced NPK
188.69,70.18,320.31,7.98,37.2,162.7,Standard Balanced NPK
348.58,53.25,345.73,7.06,31.0,1263.9,Standard Balanced NPK
407.4,22.21,238.53,5.72,35.4,916.5,Standard Balanced NPK
352.72,16.83,263.77,6.32,23.8,181.8,DAP (High P)
182.8,52.07,450.91,4.93,16.0,1320.5,Lime & Urea
347.78,72.56,340.37,8.79,15.9,1328.8,Gypsum & DAP
110.79,58.88,273.65,8.41,43.3,1293.9,Urea (High N)
102.13,31.14,107.76,4.8,43.3,1184.0,Lime & Urea
188.25,49.05,53.3,5.25,21.3,1049.1,Lime & Urea
373.08,28.31,106.24,7.11,19.4,655.7,Standard Balanced NPK
148.54,79.94,480.28,5.55,15.5,290.9,Urea (High N)
75.3,61.16,393.84,8.7,21.9,504.3,Gypsum & DAP
102.68,51.08,485.2,7.9,25.0,585.9,Urea (High N)
393.5,36.74,66.07,5.73,22.2,601.3,MOP (High K)
303.51,51.36,356.1,4.53,38.9,891.7,Lime & Urea
151.28,30.62,69.93,8.1,37.5,391.7,Standard Balanced NPK
272.12,7.16,401.93,6.41,17.4,365.5,DAP (High P)
261.03,34.63,221.43,7.39,35.9,1103.7,Standard Balanced NPK
312.17,74.79,93.09,5.79,30.6,110.5,MOP (High K)
143.28,51.97,305.62,5.14,19.0,309.3,Lime & Urea
395.76,11.3,176.05,7.54,37.2,708.9,Standard Balanced NPK
173.75,71.37,346.81,6.53,17.6,308.7,Standard Balanced NPK
327.65,25.17,346.18,5.56,20.3,1443.7,Standard Balanced NPK
56.45,23.28,367.25,5.12,19.5,1038.1,Lime & Urea
199.06,27.28,496.61,7.11,43.2,705.9,Standard Balanced NPK
190.68,48.29,224.01,7.76,35.9,257.2,Standard Balanced NPK
267.39,45.85,259.39,5.78,27.3,639.3,Standard Balanced NPK
79.09,41.86,412.08,7.81,39.7,1010.8,Urea (High N)
366.05,58.82,310.27,5.32,21.5,1456.3,Lime & Urea
137.11,28.74,66.77,6.02,42.9,761.8,Standard Balanced NPK
320.82,63.65,429.39,7.85,35.9,1069.4,Standard Balanced NPK
371.28,18.15,73.17,7.47,31.8,373.5,Standard Balanced NPK
274.75,63.7,126.87,5.72,38.8,973.1,MOP (High K)
346.35,54.79,95.94,5.05,34.3,434.7,Lime & Urea
314.74,56.24,85.07,4.69,41.6,377.4,Lime & Urea
192.21,41.12,61.56,8.27,39.9,812.9,Standard Balanced NPK
373.54,55.03,74.76,4.84,20.9,396.3,Lime & Urea
167.88,10.98,249.1,5.02,22.2,1109.9,Lime & Urea
278.49,68.87,163.78,5.57,17.0,1412.3,Standard Balanced NPK
348.16,9.17,106.94,6.51,21.6,651.0,Standard Balanced NPK
201.58,16.16,346.42,8.05,25.3,551.4,DAP (High P)
171.11,48.26,151.75,5.61,15.9,346.2,Standard Balanced NPK
233.74,60.46,58.53,6.95,24.4,646.6,MOP (High K)
377.19,10.72,238.29,4.91,38.1,883.5,Lime & Urea
421.97,74.06,189.69,6.59,40.2,622.2,Standard Balanced NPK
268.03,78.02,193.37,5.3,15.3,972.3,Lime & Urea
314.59,50.45,250.37,5.45,15.2,1027.4,Lime & Urea
411.31,41.09,351.01,6.15,19.4,237.0,Standard Balanced NPK
89.42,60.6,327.42,7.93,41.2,1076.9,Urea (High N)
142.83,29.63,471.77,7.85,29.1,1360.4,Standard Balanced NPK
333.56,41.99,282.97,6.37,44.5,136.8,Standard Balanced NPK
379.5,73.71,262.66,5.03,41.6,871.9,Lime & Urea
392.81,76.67,146.04,5.76,41.7,945.4,MOP (High K)
216.04,74.53,389.92,6.77,18.9,1093.7,Standard Balanced NPK
85.74,24.68,113.35,8.41,29.3,640.1,Standard Balanced NPK
225.11,22.44,271.01,8.86,44.8,1246.2,Gypsum & DAP
142.29,27.32,239.59,7.37,19.5,855.9,Standard Balanced NPK
166.48,38.1,346.24,6.08,32.2,672.5,Standard Balanced NPK
358.91,28.56,462.93,7.62,25.3,1107.0,Standard Balanced NPK
80.21,33.07,475.97,6.01,26.6,1398.3,Urea (High N)
381.03,51.55,125.51,7.31,41.7,1236.8,MOP (High K)
221.07,62.19,167.82,5.6,32.6,1402.9,Standard Balanced NPK
288.43,60.17,415.24,5.7,37.8,472.3,Standard Balanced NPK
85.86,66.08,283.23,4.84,35.2,265.9,Lime & Urea
184.94,7.41,253.87,6.39,30.9,848.1,Standard Balanced NPK
85.88,8.58,369.78,7.28,38.8,162.2,Standard Balanced NPK
434.62,64.2,320.87,8.05,44.1,1044.4,Standard Balanced NPK
372.9,44.98,486.82,8.15,44.0,436.0,Standard Balanced NPK
233.85,48.36,312.79,8.97,38.7,736.1,Gypsum & DAP
139.44,8.94,259.69,4.89,29.6,1017.8,Lime & Urea
423.38,24.15,294.27,6.72,19.9,776.3,Standard Balanced NPK
187.84,52.88,413.84,6.85,16.3,430.5,Standard Balanced NPK
114.39,69.44,325.7,8.12,21.9,1332.5,Urea (High N)
275.27,73.77,341.17,5.7,25.2,1170.3,Standard Balanced NPK
427.51,42.53,487.15,4.81,18.9,941.5,Lime & Urea
51.53,45.91,328.28,5.91,21.7,1078.0,Urea (High N)
145.25,67.48,221.13,8.93,17.5,681.5,Gypsum & DAP
425.38,45.32,361.1,8.55,30.7,626.2,Gypsum & DAP
118.43,43.76,346.76,6.28,18.8,324.2,Urea (High N)
95.3,72.88,56.23,8.44,37.3,1225.0,Standard Balanced NPK
278.07,64.24,260.3,4.65,25.0,633.5,Lime & Urea
394.74,73.18,384.31,5.91,35.2,1069.3,Standard Balanced NPK
240.84,21.37,274.57,7.77,41.5,519.9,Standard Balanced NPK
447.83,44.33,400.83,5.5,17.6,1214.4,Lime & Urea
321.67,68.19,252.9,5.39,44.7,247.3,Lime & Urea
79.63,13.34,492.49,8.38,34.4,975.0,Standard Balanced NPK
447.13,64.6,181.8,7.27,16.6,1230.6,Standard Balanced NPK
213.16,18.72,91.46,8.95,24.4,1024.4,Gypsum & DAP
164.96,65.61,243.51,5.11,41.6,1074.6,Lime & Urea
273.15,50.9,293.77,6.1,32.9,836.4,Standard Balanced NPK
171.72,19.49,207.09,5.9,23.6,882.6,Standard Balanced NPK
84.58,40.5,159.03,8.46,43.2,192.3,Standard Balanced NPK
50.57,56.14,352.43,5.65,38.6,451.1,Urea (High N)
229.83,52.54,219.71,6.09,37.1,1110.7,Standard Balanced NPK
384.75,37.04,334.12,5.14,41.7,1423.6,Lime & Urea
278.93,72.45,400.58,7.99,38.1,858.5,Standard Balanced NPK
449.68,43.94,392.45,5.57,23.6,1115.8,Standard Balanced NPK
164.74,42.94,218.89,4.81,32.5,1057.0,Lime & Urea
162.18,9.67,305.55,6.46,40.3,1499.1,Standard Balanced NPK
113.9,74.16,252.35,6.26,20.4,1213.0,Urea (High N)
115.63,18.28,441.86,5.3,19.9,978.7,Lime & Urea
164.07,44.63,445.44,5.1,19.8,261.2,Lime & Urea
367.14,65.27,204.68,8.53,20.8,607.7,Gypsum & DAP
412.3,21.16,91.28,4.81,18.1,451.0,Lime & Urea
440.03,44.55,125.41,4.95,40.1,1295.1,Lime & Urea
142.92,23.05,215.15,5.6,39.5,724.6,Standard Balanced NPK
402.52,61.98,303.91,8.79,19.5,849.4,Gypsum & DAP
181.3,47.33,345.55,4.88,36.2,1450.8,Lime & Urea
95.14,69.2,199.12,8.17,33.8,1271.4,Standard Balanced NPK
398.01,72.09,350.37,8.51,23.3,1205.7,Gypsum & DAP
304.44,53.66,471.98,6.2,21.8,299.1,Standard Balanced NPK
115.89,59.4,343.41,5.82,22.5,131.9,Urea (High N)
221.93,46.19,121.35,7.55,36.9,275.8,MOP (High K)
164.9,33.83,310.85,7.66,24.6,1136.4,Standard Balanced NPK
344.72,53.61,293.85,8.01,23.3,675.0,Standard Balanced NPK
231.37,73.12,441.82,8.24,15.7,264.5,Standard Balanced NPK
445.71,36.25,207.64,5.71,42.2,1134.6,Standard Balanced NPK
71.9,28.58,240.33,7.59,37.6,372.4,Standard Balanced NPK
192.01,34.13,319.4,5.11,29.2,924.7,Lime & Urea
242.76,37.65,285.99,6.8,43.3,1138.2,Standard Balanced NPK
251.25,10.52,373.56,7.26,23.8,951.3,DAP (High P)
176.37,42.38,68.18,5.23,35.2,1491.1,Lime & Urea
341.7,42.07,303.58,4.84,24.2,707.8,Lime & Urea
399.9,49.13,104.75,5.38,24.4,536.5,Lime & Urea
425.49,32.21,191.84,6.39,40.3,381.7,Standard Balanced NPK
372.04,50.98,347.73,8.5,38.6,805.3,Standard Balanced NPK
390.23,70.87,120.84,6.89,23.8,1293.5,MOP (High K)
270.22,76.66,188.98,7.87,17.4,1425.7,Standard Balanced NPK
380.36,48.77,366.35,5.28,25.7,1460.9,Lime & Urea
171.4,8.19,342.86,4.98,37.8,843.9,Lime & Urea
209.39,77.69,90.97,5.58,18.0,947.4,MOP (High K)
176.77,57.94,309.77,5.91,35.2,914.2,Standard Balanced NPK
236.95,30.2,116.26,6.97,41.7,752.4,MOP (High K)
164.23,16.04,163.52,8.47,20.4,313.1,Standard Balanced NPK
434.64,15.76,256.65,6.42,40.9,191.6,DAP (High P)
175.14,17.58,99.21,6.83,16.5,711.3,Standard Balanced NPK
89.22,8.42,497.14,4.52,35.0,360.6,Lime & Urea
260.73,72.66,124.42,4.65,38.7,1341.3,Lime & Urea
72.84,45.56,401.59,4.88,28.3,1166.4,Lime & Urea
94.22,57.5,423.43,7.65,21.1,965.8,Urea (High N)
137.76,67.11,497.51,6.69,42.7,166.4,Urea (High N)
235.74,64.37,242.89,5.37,15.6,971.1,Lime & Urea
223.3,71.2,443.34,7.17,31.7,969.5,Standard Balanced NPK
369.88,77.54,480.89,6.95,26.2,714.9,Standard Balanced NPK
345.79,37.93,127.8,4.9,28.8,1020.9,Lime & Urea
220.53,76.28,265.75,7.38,31.1,1301.1,Standard Balanced NPK
183.48,59.25,77.0,7.95,31.0,1161.2,Standard Balanced NPK
176.59,10.3,329.33,5.79,21.1,762.8,Standard Balanced NPK
359.6,56.13,311.63,7.59,35.4,467.2,Standard Balanced NPK
70.83,56.5,141.86,5.4,15.6,769.0,Lime & Urea
55.13,72.94,409.06,7.91,15.6,1424.4,Urea (High N)
368.22,32.97,66.77,8.6,29.4,1248.0,Gypsum & DAP
240.86,48.87,412.8,6.49,31.3,137.9,Standard Balanced NPK
102.35,5.91,61.99,5.6,23.2,1196.1,Complex NPK (19:19:19)
144.23,29.91,345.57,6.3,31.6,338.8,Standard Balanced NPK
423.0,9.67,85.45,5.63,30.5,899.6,Standard Balanced NPK
393.8,44.14,163.05,4.51,25.5,1229.1,Lime & Urea
333.91,66.31,374.86,7.43,34.6,885.8,Standard Balanced NPK
242.89,20.48,176.18,4.69,43.7,665.4,Lime & Urea
258.13,44.56,280.03,5.45,29.7,549.8,Lime & Urea
440.1,20.3,461.86,7.75,38.6,527.1,Standard Balanced NPK
436.31,14.05,72.34,7.5,22.4,1272.4,Standard Balanced NPK
136.11,43.32,414.99,4.83,37.9,1255.1,Lime & Urea
374.44,10.94,79.37,7.47,34.5,1252.7,Standard Balanced NPK
128.9,49.05,107.06,8.69,34.2,495.8,Gypsum & DAP
135.41,7.35,103.69,4.84,41.8,1218.5,Lime & Urea
320.44,13.0,497.35,6.37,22.0,151.3,DAP (High P)
212.0,46.25,131.08,7.78,26.1,389.0,MOP (High K)
422.62,49.36,453.54,7.5,17.5,820.3,Standard Balanced NPK
85.6,7.17,495.92,5.52,36.8,669.4,Standard Balanced NPK
254.61,48.0,222.7,5.23,40.3,256.6,Lime & Urea
417.41,67.89,333.97,8.03,27.2,158.4,Standard Balanced NPK
411.65,59.17,400.59,8.8,25.7,955.6,Gypsum & DAP
112.61,14.84,226.69,7.95,34.8,538.9,Standard Balanced NPK
196.66,49.44,122.82,8.83,17.3,122.3,Gypsum & DAP
297.65,55.42,245.19,7.22,23.8,703.3,Standard Balanced NPK
113.76,7.79,397.35,8.68,26.0,529.5,Gypsum & DAP
437.21,69.15,401.34,7.61,30.6,907.3,Standard Balanced NPK
415.9,72.97,153.74,8.59,29.3,1401.7,Gypsum & DAP
116.78,68.78,128.73,5.23,21.3,531.0,Lime & Urea
98.46,66.85,464.25,8.17,31.2,1496.0,Urea (High N)
84.16,60.87,69.8,5.39,42.8,220.5,Lime & Urea
413.78,52.51,380.63,4.62,15.8,223.6,Lime & Urea
127.45,55.9,70.89,6.83,35.4,1098.1,Standard Balanced NPK
216.51,65.48,427.06,5.93,33.7,1148.1,Standard Balanced NPK
229.54,54.69,457.44,4.7,42.7,692.0,Lime & Urea
289.6,29.58,183.84,8.91,34.4,500.5,Gypsum & DAP
78.69,33.2,83.27,7.5,33.7,1211.6,Standard Balanced NPK
140.7,72.28,266.31,8.56,38.1,1438.7,Gypsum & DAP
